               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.022242,            0.020725,           0.0056925,              0.9228,             0.81863,             0.88094,             0.70446,            0.031433,            0.015009,            0.019026,           0.0051234,           0.0051234,           0.0051234
                 160,            0.019949,            0.019602,           0.0051337,              0.8412,             0.87549,             0.88428,             0.70855,            0.030611,            0.014948,            0.020607,           0.0050765,           0.0050765,           0.0050765
                 161,            0.019478,            0.018683,           0.0040438,              0.8457,             0.84696,             0.87384,             0.70522,            0.030556,            0.015153,            0.020329,           0.0050296,           0.0050296,           0.0050296
                 162,            0.021398,            0.017694,           0.0040788,             0.87626,             0.84313,             0.87759,             0.69057,            0.031364,            0.015244,            0.019843,           0.0049828,           0.0049828,           0.0049828
                 163,            0.024026,            0.021313,           0.0041589,             0.84946,             0.86973,             0.86856,             0.70205,            0.030698,            0.014749,            0.018539,            0.004936,            0.004936,            0.004936
                 164,            0.021246,            0.020896,           0.0034497,             0.93097,             0.81498,             0.87343,             0.69911,             0.02941,            0.014149,            0.017584,           0.0048893,           0.0048893,           0.0048893
                 165,            0.021221,            0.019909,           0.0036311,              0.9164,             0.80927,             0.87238,             0.70828,            0.029959,            0.013886,            0.017595,           0.0048426,           0.0048426,           0.0048426
                 166,            0.020895,            0.018185,           0.0056091,             0.92845,             0.80581,             0.88221,             0.68872,             0.03123,            0.013837,            0.018317,            0.004796,            0.004796,            0.004796
                 167,            0.024135,            0.021464,           0.0040122,             0.87729,             0.82767,             0.87576,             0.69705,            0.031457,            0.014096,            0.021002,           0.0047495,           0.0047495,           0.0047495
                 168,            0.021363,            0.020954,           0.0042105,             0.86399,             0.81668,             0.86903,             0.69273,            0.031302,            0.014731,            0.022433,           0.0047031,           0.0047031,           0.0047031
                 169,            0.021744,            0.019273,           0.0034047,             0.86096,             0.83568,             0.87096,             0.68995,            0.031222,            0.015192,            0.021928,           0.0046568,           0.0046568,           0.0046568
                 170,            0.022402,            0.022362,           0.0031425,             0.88873,             0.82494,             0.87248,             0.67414,             0.03283,            0.015161,            0.022041,           0.0046105,           0.0046105,           0.0046105
                 171,            0.023691,            0.020478,             0.00364,             0.88454,             0.81667,             0.86379,             0.69004,            0.032128,            0.015039,            0.022449,           0.0045644,           0.0045644,           0.0045644
                 172,            0.020585,            0.019638,           0.0056877,             0.90193,             0.79281,             0.85796,             0.68917,            0.031179,            0.015097,             0.02422,           0.0045184,           0.0045184,           0.0045184
                 173,            0.019477,            0.021058,           0.0029929,             0.88065,             0.80533,             0.85401,             0.68609,            0.030574,            0.014905,            0.024673,           0.0044724,           0.0044724,           0.0044724
                 174,            0.021175,            0.020767,           0.0047823,             0.84942,             0.81094,             0.85447,             0.67908,             0.03113,            0.015187,            0.024036,           0.0044266,           0.0044266,           0.0044266
                 175,            0.021469,            0.021574,           0.0033412,             0.88689,             0.76263,             0.85294,             0.66624,            0.031015,            0.015911,            0.023385,           0.0043809,           0.0043809,           0.0043809
                 176,            0.020124,            0.019536,           0.0048439,             0.87272,             0.79555,             0.85753,              0.6824,            0.030799,            0.016498,            0.021445,           0.0043353,           0.0043353,           0.0043353
                 177,            0.020289,            0.019197,           0.0027391,             0.92548,             0.77755,             0.85888,              0.6838,            0.030154,            0.016198,            0.021155,           0.0042899,           0.0042899,           0.0042899
                 178,            0.020177,            0.017741,           0.0037322,             0.87542,             0.81003,              0.8572,             0.68543,            0.030846,            0.016681,              0.0219,           0.0042445,           0.0042445,           0.0042445
                 179,            0.020594,            0.018611,           0.0026053,             0.87089,             0.82767,             0.85346,             0.67968,            0.031053,            0.017083,            0.023815,           0.0041994,           0.0041994,           0.0041994
                 180,             0.01855,            0.017596,           0.0036891,             0.91021,             0.77282,             0.85885,             0.69093,            0.030515,            0.017081,             0.02367,           0.0041543,           0.0041543,           0.0041543
                 181,            0.019613,            0.017943,           0.0024865,             0.85312,             0.83437,             0.86811,             0.68423,             0.03142,            0.017221,            0.023547,           0.0041094,           0.0041094,           0.0041094
                 182,             0.02107,            0.021506,           0.0030851,             0.86463,             0.80732,             0.86739,             0.70597,            0.030801,            0.017319,            0.022342,           0.0040647,           0.0040647,           0.0040647
                 183,            0.021488,            0.020041,           0.0037482,             0.86695,             0.84263,              0.8855,              0.7049,            0.031212,            0.017314,            0.019813,           0.0040201,           0.0040201,           0.0040201
                 184,            0.020303,            0.017271,           0.0035679,             0.91879,             0.83477,             0.88418,             0.71516,            0.030015,            0.016534,             0.01603,           0.0039757,           0.0039757,           0.0039757
                 185,            0.018196,            0.018526,           0.0043177,             0.87497,             0.85488,             0.88452,             0.71583,            0.029869,            0.016427,             0.01409,           0.0039314,           0.0039314,           0.0039314
                 186,            0.019696,            0.017686,           0.0051724,             0.89016,             0.84262,             0.88784,             0.71502,             0.03058,            0.016489,            0.013774,           0.0038873,           0.0038873,           0.0038873
                 187,             0.02021,            0.018022,           0.0034832,             0.88683,             0.85036,             0.88619,             0.70484,            0.029692,            0.016231,            0.014735,           0.0038434,           0.0038434,           0.0038434
                 188,            0.018927,            0.017792,           0.0032687,             0.89225,             0.83151,             0.88393,             0.70792,            0.029677,             0.01602,            0.015688,           0.0037997,           0.0037997,           0.0037997
                 189,            0.018889,             0.01706,           0.0026385,             0.92259,             0.80874,              0.8785,             0.70568,            0.030222,            0.015973,            0.016533,           0.0037562,           0.0037562,           0.0037562
                 190,            0.018986,            0.019081,           0.0050963,             0.92066,             0.81009,             0.87786,             0.70331,            0.030865,            0.015649,            0.017012,           0.0037128,           0.0037128,           0.0037128
                 191,            0.020769,            0.017501,           0.0027828,             0.88119,             0.83412,             0.86833,              0.6824,            0.031203,            0.015768,            0.018826,           0.0036697,           0.0036697,           0.0036697
                 192,            0.019105,            0.019153,           0.0044016,             0.86046,              0.8003,             0.85715,             0.69221,            0.029609,            0.015831,            0.019534,           0.0036267,           0.0036267,           0.0036267
                 193,             0.01702,            0.016187,           0.0025745,             0.88792,             0.76045,              0.8421,             0.67099,            0.029991,            0.016065,            0.019677,            0.003584,            0.003584,            0.003584
                 194,            0.018699,            0.017964,            0.002218,             0.86774,             0.76284,             0.83747,             0.67189,            0.031267,            0.016463,            0.019077,           0.0035415,           0.0035415,           0.0035415
                 195,            0.019465,            0.018578,           0.0033929,             0.91244,             0.73794,             0.83602,             0.66964,            0.030866,             0.01631,            0.018159,           0.0034991,           0.0034991,           0.0034991
                 196,            0.018222,             0.01882,           0.0080311,             0.93082,             0.72642,             0.83573,             0.67114,            0.031268,            0.016565,             0.01843,            0.003457,            0.003457,            0.003457
                 197,            0.017272,            0.018019,           0.0022001,             0.84962,             0.78008,             0.85477,             0.69065,            0.030469,            0.016248,            0.016773,           0.0034152,           0.0034152,           0.0034152
                 198,            0.018723,            0.019059,           0.0034422,              0.8503,             0.80432,             0.86399,             0.70498,            0.030946,             0.01612,            0.015397,           0.0033735,           0.0033735,           0.0033735
                 199,            0.019383,            0.018083,           0.0032712,             0.94046,             0.76417,             0.87589,             0.71422,            0.030566,             0.01587,            0.014933,           0.0033321,           0.0033321,           0.0033321
                 200,            0.016185,            0.015268,           0.0026539,             0.87224,             0.79793,             0.87148,              0.7106,            0.030008,            0.015694,            0.015724,           0.0032909,           0.0032909,           0.0032909
                 201,            0.018088,            0.019285,           0.0060105,              0.8932,             0.77082,             0.86361,             0.70333,            0.030006,            0.015969,            0.017229,             0.00325,             0.00325,             0.00325
                 202,            0.018656,            0.018339,           0.0029297,             0.89529,             0.78063,             0.86328,             0.69012,            0.031047,             0.01656,            0.017266,           0.0032093,           0.0032093,           0.0032093
                 203,            0.019119,            0.018794,            0.002769,             0.90422,             0.76431,             0.85062,             0.68523,            0.031319,            0.017092,            0.018062,           0.0031689,           0.0031689,           0.0031689
                 204,            0.017187,            0.017143,           0.0023777,             0.88898,             0.76081,              0.8432,             0.67878,             0.03147,            0.017268,            0.020523,           0.0031287,           0.0031287,           0.0031287
                 205,            0.016911,            0.016091,           0.0022085,             0.87447,             0.76083,             0.84213,             0.68084,            0.029999,            0.017145,            0.020863,           0.0030888,           0.0030888,           0.0030888
                 206,            0.017778,            0.016965,           0.0022063,             0.84251,             0.80374,             0.84693,             0.67649,             0.03038,             0.01702,            0.020631,           0.0030491,           0.0030491,           0.0030491
                 207,            0.019177,            0.017478,           0.0022734,             0.84602,             0.77395,             0.83892,             0.67827,            0.030758,            0.016791,            0.021857,           0.0030097,           0.0030097,           0.0030097
                 208,            0.016805,            0.017708,           0.0022212,             0.85689,             0.76797,             0.84033,             0.68289,            0.030142,            0.016597,            0.022318,           0.0029706,           0.0029706,           0.0029706
                 209,            0.016354,            0.016283,           0.0029453,              0.8563,             0.77703,             0.84875,             0.68855,            0.030173,             0.01646,              0.0204,           0.0029318,           0.0029318,           0.0029318
                 210,             0.01788,            0.015526,           0.0019457,             0.86646,             0.77733,             0.85311,             0.68804,            0.031326,            0.016778,             0.01928,           0.0028932,           0.0028932,           0.0028932
                 211,            0.018885,            0.017223,           0.0023199,             0.82653,             0.84393,             0.86045,             0.69408,            0.030191,            0.017003,            0.018249,            0.002855,            0.002855,            0.002855
                 212,            0.017757,            0.016168,           0.0025404,             0.88551,             0.79035,             0.85861,             0.69522,            0.030594,             0.01736,            0.018636,            0.002817,            0.002817,            0.002817
                 213,            0.016871,             0.01805,           0.0026192,             0.88732,             0.78976,             0.85558,             0.69098,            0.031254,            0.017597,             0.01944,           0.0027793,           0.0027793,           0.0027793
                 214,            0.016329,            0.016538,           0.0026928,             0.86018,             0.81462,             0.85897,             0.68642,            0.031677,            0.017653,             0.01991,           0.0027419,           0.0027419,           0.0027419
                 215,            0.017507,              0.0162,           0.0019454,             0.88385,             0.80453,             0.85636,              0.6746,            0.032222,            0.017673,            0.020192,           0.0027048,           0.0027048,           0.0027048
                 216,            0.016032,             0.01724,           0.0021761,              0.8455,             0.82096,             0.85218,              0.6774,            0.031509,            0.017794,            0.020205,           0.0026681,           0.0026681,           0.0026681
                 217,            0.016853,            0.017418,           0.0020572,             0.88745,             0.78223,             0.85343,             0.67854,            0.031537,            0.017416,            0.020261,           0.0026316,           0.0026316,           0.0026316
                 218,            0.017805,            0.016747,            0.002392,             0.88403,             0.80066,             0.86236,             0.67881,            0.031122,            0.017251,            0.020227,           0.0025954,           0.0025954,           0.0025954
                 219,            0.016514,            0.015659,           0.0019831,             0.90013,             0.79065,             0.86648,             0.68055,            0.031859,            0.017125,            0.020235,           0.0025596,           0.0025596,           0.0025596
                 220,            0.014892,             0.01592,           0.0048597,             0.93456,             0.75162,             0.86468,             0.68474,            0.031315,            0.017005,            0.021156,           0.0025241,           0.0025241,           0.0025241
                 221,            0.015957,            0.017256,           0.0019564,             0.90186,             0.77463,             0.85971,             0.69264,             0.03125,            0.016949,            0.022589,           0.0024889,           0.0024889,           0.0024889
                 222,            0.015443,            0.017038,           0.0019851,             0.88024,             0.79982,             0.85388,             0.68543,            0.031242,            0.017025,            0.023688,           0.0024541,           0.0024541,           0.0024541
                 223,            0.016982,            0.016886,           0.0021908,             0.84629,             0.83006,             0.84997,             0.68103,             0.03095,            0.017373,            0.024673,           0.0024195,           0.0024195,           0.0024195
                 224,            0.015509,            0.017565,           0.0021613,             0.85617,             0.82647,             0.84798,             0.68623,            0.030602,            0.017244,            0.024444,           0.0023854,           0.0023854,           0.0023854
                 225,            0.015054,            0.016357,           0.0036772,              0.8748,             0.82645,             0.85417,             0.69199,            0.030169,             0.01708,            0.024362,           0.0023515,           0.0023515,           0.0023515
                 226,            0.016323,            0.016863,           0.0022834,             0.84946,              0.8447,             0.85334,             0.68393,            0.030514,            0.016945,            0.024271,            0.002318,            0.002318,            0.002318
                 227,            0.016849,            0.015722,           0.0020283,             0.88518,             0.82833,             0.85704,              0.6817,            0.031127,            0.016946,            0.024638,           0.0022849,           0.0022849,           0.0022849
                 228,            0.015702,              0.0166,             0.00207,             0.88966,             0.81502,              0.8586,             0.68616,            0.030091,            0.017041,            0.025284,           0.0022521,           0.0022521,           0.0022521
                 229,            0.015554,            0.015285,           0.0018191,             0.87094,              0.8485,             0.85923,             0.68576,            0.030495,            0.017062,            0.025507,           0.0022196,           0.0022196,           0.0022196
                 230,             0.01623,            0.016661,           0.0019804,             0.86969,             0.84805,             0.85772,             0.68579,            0.030498,            0.017167,            0.025177,           0.0021876,           0.0021876,           0.0021876
                 231,            0.016149,            0.017477,           0.0029356,             0.87504,             0.83883,             0.86202,             0.68855,            0.030093,            0.017239,            0.025207,           0.0021558,           0.0021558,           0.0021558
                 232,            0.014883,            0.015951,           0.0017731,             0.89109,             0.81706,             0.86265,             0.69555,            0.029933,            0.017092,            0.026064,           0.0021245,           0.0021245,           0.0021245
                 233,            0.015255,             0.01648,           0.0014899,             0.87598,             0.84283,              0.8595,             0.69181,            0.029797,             0.01701,            0.024946,           0.0020935,           0.0020935,           0.0020935
                 234,            0.014741,            0.015479,           0.0015075,              0.8722,             0.84517,             0.86138,             0.70131,            0.030094,            0.017039,            0.024542,           0.0020629,           0.0020629,           0.0020629
                 235,            0.016434,            0.016352,           0.0022708,             0.86658,             0.84772,              0.8614,             0.69931,            0.030002,            0.016913,            0.023671,           0.0020327,           0.0020327,           0.0020327
                 236,            0.015534,            0.015437,           0.0016495,             0.86675,             0.85194,             0.86289,             0.70464,            0.029858,            0.016752,            0.023391,           0.0020028,           0.0020028,           0.0020028
                 237,            0.015266,            0.016733,           0.0019047,              0.8434,             0.84913,             0.85781,             0.69861,            0.029802,             0.01688,            0.022926,           0.0019734,           0.0019734,           0.0019734
                 238,            0.015122,            0.016467,           0.0019537,             0.88272,               0.807,             0.85235,             0.69123,            0.030714,            0.017016,            0.022132,           0.0019443,           0.0019443,           0.0019443
                 239,            0.016329,            0.014706,           0.0016987,             0.87889,             0.80702,             0.85934,             0.68655,            0.030367,            0.016998,            0.021352,           0.0019156,           0.0019156,           0.0019156
                 240,            0.016459,            0.016988,           0.0026555,             0.84994,             0.81889,             0.86075,             0.69443,             0.03011,            0.017002,            0.020976,           0.0018873,           0.0018873,           0.0018873
                 241,            0.014941,             0.01502,           0.0025083,             0.85567,              0.8345,             0.86323,             0.69711,            0.029854,            0.016899,             0.02049,           0.0018594,           0.0018594,           0.0018594
                 242,            0.015947,            0.015565,           0.0017102,             0.85519,             0.83361,             0.86498,              0.7013,            0.029711,            0.016869,            0.020563,           0.0018319,           0.0018319,           0.0018319
                 243,            0.014648,            0.015437,            0.001467,             0.85801,             0.82229,             0.86639,             0.69583,            0.029743,            0.016756,            0.020616,           0.0018048,           0.0018048,           0.0018048
                 244,            0.015413,            0.014238,           0.0014757,             0.91259,             0.79088,              0.8666,             0.70657,            0.029362,            0.016499,            0.020765,           0.0017781,           0.0017781,           0.0017781
                 245,             0.01564,            0.015759,           0.0018168,             0.86447,               0.818,             0.86322,             0.69799,            0.029186,            0.016776,            0.022296,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013999,            0.014267,           0.0015075,              0.8576,             0.82925,             0.86382,             0.70021,            0.028941,            0.016755,            0.022597,            0.001726,            0.001726,            0.001726
                 247,            0.016016,            0.014196,           0.0086991,             0.89146,             0.82553,             0.86976,             0.70824,            0.028678,            0.016688,            0.022285,           0.0017005,           0.0017005,           0.0017005
                 248,            0.014814,            0.014546,           0.0013701,             0.89188,             0.83266,             0.87576,             0.70962,             0.02866,              0.0166,            0.021857,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013884,            0.015458,           0.0016574,              0.8868,             0.83308,             0.87314,             0.71032,             0.02867,            0.016683,             0.02148,           0.0016509,           0.0016509,           0.0016509
                 250,            0.014115,            0.015122,            0.003098,             0.88512,             0.83273,             0.87014,             0.70531,            0.028935,            0.016832,            0.022391,           0.0016267,           0.0016267,           0.0016267
                 251,            0.014594,             0.01509,           0.0021113,             0.86774,             0.82903,             0.86478,             0.70515,             0.02943,            0.017024,            0.022784,           0.0016029,           0.0016029,           0.0016029
                 252,            0.013652,            0.014615,           0.0016819,             0.86181,             0.83534,             0.86428,             0.70293,            0.029294,            0.017171,            0.023421,           0.0015795,           0.0015795,           0.0015795
                 253,            0.014149,            0.015457,            0.001478,             0.88771,             0.81247,             0.86286,             0.70271,            0.029528,            0.017386,            0.023549,           0.0015566,           0.0015566,           0.0015566
                 254,            0.013973,            0.013946,            0.001713,              0.8962,             0.81866,              0.8651,             0.70833,            0.029574,             0.01751,            0.023601,           0.0015341,           0.0015341,           0.0015341
                 255,            0.014782,            0.016198,           0.0014061,             0.90221,              0.8221,             0.86587,              0.7087,            0.029405,            0.017517,             0.02366,           0.0015121,           0.0015121,           0.0015121
                 256,             0.01336,            0.013397,           0.0013233,              0.8982,             0.82613,             0.86955,             0.70567,            0.029482,            0.017693,            0.023187,           0.0014905,           0.0014905,           0.0014905
                 257,             0.01315,            0.013195,           0.0012521,             0.89878,             0.82606,             0.86997,             0.70842,            0.029396,            0.017693,            0.022658,           0.0014693,           0.0014693,           0.0014693
                 258,            0.013602,              0.0157,           0.0013231,             0.89824,              0.8273,             0.86872,              0.7048,            0.029738,            0.017789,            0.022658,           0.0014486,           0.0014486,           0.0014486
                 259,            0.014493,            0.015137,            0.001415,             0.89929,             0.82222,             0.87006,             0.71008,            0.030018,            0.017992,            0.023059,           0.0014283,           0.0014283,           0.0014283
                 260,            0.012433,            0.013616,            0.003385,             0.89148,             0.83286,             0.87631,              0.7144,            0.029934,            0.017757,            0.022649,           0.0014084,           0.0014084,           0.0014084
                 261,            0.013994,             0.01583,           0.0023566,             0.88754,             0.83897,             0.87473,              0.7109,            0.029759,            0.017526,            0.021773,            0.001389,            0.001389,            0.001389
                 262,            0.012841,            0.014904,           0.0015346,             0.87693,             0.83567,             0.87495,             0.71221,            0.029795,            0.017465,             0.02141,           0.0013701,           0.0013701,           0.0013701
                 263,            0.013382,            0.014454,           0.0017446,              0.9268,             0.81057,             0.87452,             0.71072,            0.029903,            0.017584,            0.021448,           0.0013516,           0.0013516,           0.0013516
                 264,            0.012448,            0.013444,           0.0017816,             0.92366,               0.813,             0.87293,             0.71059,            0.029791,            0.017624,            0.021823,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012722,            0.014382,           0.0012893,             0.92452,             0.80641,             0.87488,             0.71271,            0.029716,            0.017638,            0.021203,            0.001316,            0.001316,            0.001316
                 266,            0.013418,            0.015717,           0.0020723,             0.88302,              0.8255,             0.87504,             0.71614,            0.029694,            0.017582,            0.021551,           0.0012989,           0.0012989,           0.0012989
                 267,            0.014006,            0.016297,           0.0023904,              0.8843,             0.82884,             0.87511,             0.71089,            0.029913,            0.017734,             0.02242,           0.0012822,           0.0012822,           0.0012822
                 268,            0.013319,            0.014912,           0.0025939,             0.83509,             0.86887,             0.87611,             0.72068,            0.029815,            0.017565,            0.022839,            0.001266,            0.001266,            0.001266
                 269,            0.013021,            0.014198,           0.0011883,             0.84079,             0.86348,              0.8751,             0.71468,            0.029907,             0.01752,            0.023214,           0.0012503,           0.0012503,           0.0012503
                 270,            0.013316,            0.014203,            0.001175,             0.88084,             0.83032,             0.87428,             0.70806,            0.029794,            0.017518,            0.023116,            0.001235,            0.001235,            0.001235
                 271,            0.014716,            0.016649,           0.0013287,             0.89859,             0.82318,             0.87524,             0.71365,            0.029768,            0.017584,            0.022867,           0.0012202,           0.0012202,           0.0012202
                 272,            0.013662,            0.016493,           0.0011612,              0.8451,             0.85355,             0.87237,             0.71091,            0.029862,            0.017687,             0.02299,           0.0012059,           0.0012059,           0.0012059
                 273,             0.01355,            0.014273,           0.0017039,             0.86024,             0.84672,             0.87205,             0.71344,            0.029482,            0.017476,            0.023099,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012135,            0.013895,           0.0012844,             0.84363,             0.86223,             0.87335,             0.71686,            0.029383,             0.01741,             0.02307,           0.0011787,           0.0011787,           0.0011787
                 275,            0.012524,            0.014072,            0.001432,             0.84405,             0.85958,             0.87409,             0.71866,             0.02919,            0.017233,              0.0232,           0.0011658,           0.0011658,           0.0011658
                 276,            0.013035,            0.014615,           0.0017846,             0.84871,             0.85764,             0.87415,             0.71769,             0.02886,            0.017041,            0.022621,           0.0011533,           0.0011533,           0.0011533
                 277,            0.013761,            0.013695,           0.0020972,             0.85059,             0.85652,              0.8737,             0.72134,            0.028814,            0.016957,            0.022346,           0.0011414,           0.0011414,           0.0011414
                 278,             0.01271,            0.014208,           0.0012305,             0.84816,             0.85556,             0.87425,             0.72396,            0.028818,             0.01688,            0.021999,           0.0011299,           0.0011299,           0.0011299
                 279,              0.0127,            0.014853,           0.0011277,             0.85918,             0.85335,             0.87428,             0.72547,            0.028661,            0.016933,            0.022038,           0.0011189,           0.0011189,           0.0011189
                 280,            0.013797,            0.014355,           0.0011831,             0.84692,             0.85336,             0.87373,             0.72003,            0.029022,            0.017076,            0.022183,           0.0011084,           0.0011084,           0.0011084
                 281,            0.013113,             0.01441,           0.0013117,             0.83433,              0.8589,             0.87276,             0.72071,            0.029092,            0.017128,            0.022545,           0.0010983,           0.0010983,           0.0010983
                 282,            0.013304,            0.014585,           0.0012275,             0.85991,             0.84906,             0.87437,             0.72683,            0.029211,            0.017135,            0.022237,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012719,            0.013755,           0.0027103,             0.84449,               0.858,             0.87617,             0.72225,            0.029216,            0.017188,            0.022092,           0.0010797,           0.0010797,           0.0010797
                 284,            0.013061,            0.016319,            0.001663,             0.86645,             0.82213,             0.87306,             0.71544,            0.029076,            0.017244,            0.022274,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012832,            0.013934,           0.0011014,             0.86426,             0.82223,             0.87302,              0.7164,            0.029261,            0.017284,            0.022381,            0.001063,            0.001063,            0.001063
                 286,            0.013423,              0.0124,           0.0011469,             0.86265,             0.82265,             0.87173,             0.71674,            0.029174,            0.017271,            0.022675,           0.0010554,           0.0010554,           0.0010554
                 287,            0.013723,            0.015924,           0.0014853,             0.86538,             0.82328,             0.87044,             0.71588,            0.029254,            0.017455,            0.022839,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012716,            0.015828,           0.0099425,              0.8674,             0.82934,             0.86726,             0.71326,            0.029284,            0.017546,            0.022778,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012632,            0.013913,           0.0017111,             0.88021,             0.81102,             0.86831,             0.71369,              0.0292,            0.017584,            0.023131,           0.0010355,           0.0010355,           0.0010355
                 290,             0.01243,            0.012857,           0.0033726,              0.8785,             0.80054,             0.86768,             0.71197,            0.028995,            0.017493,            0.023509,           0.0010298,           0.0010298,           0.0010298
                 291,            0.013854,            0.014227,           0.0009805,             0.84241,             0.83165,             0.86592,             0.70631,            0.029238,            0.017335,            0.023529,           0.0010247,           0.0010247,           0.0010247
                 292,            0.013104,            0.015077,           0.0011028,              0.8504,              0.8286,             0.86672,             0.71004,            0.029336,            0.017134,            0.023268,             0.00102,             0.00102,             0.00102
                 293,            0.013065,            0.013643,           0.0019932,             0.86548,             0.81907,             0.86692,             0.70672,            0.029127,            0.016935,            0.022283,           0.0010158,           0.0010158,           0.0010158
                 294,             0.01291,            0.014187,           0.0036842,             0.87767,             0.79585,             0.86524,             0.70146,            0.028979,            0.016942,            0.022278,           0.0010121,           0.0010121,           0.0010121
                 295,            0.013196,            0.014225,            0.001358,             0.88163,             0.79659,             0.86483,             0.71071,            0.028905,            0.016984,            0.022125,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012726,            0.013758,           0.0015513,             0.86957,             0.80514,              0.8659,             0.70599,            0.029074,            0.017033,            0.022207,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012461,            0.013644,           0.0031671,             0.88961,             0.79483,             0.86403,             0.70793,            0.028862,            0.017087,             0.02251,           0.0010039,           0.0010039,           0.0010039
                 298,            0.013612,            0.013493,           0.0025405,             0.92529,             0.76746,             0.86603,             0.70709,            0.028602,            0.017051,            0.022316,           0.0010022,           0.0010022,           0.0010022
                 299,            0.012968,            0.013146,           0.0011301,             0.88053,             0.80192,             0.86368,             0.70567,            0.028521,            0.017027,            0.022621,            0.001001,            0.001001,            0.001001
